0.02,1.58E-05
0.04,1.56E-05
0.06,1.55E-05
0.08,1.53E-05
0.1,1.52E-05
0.12,1.50E-05
0.14,1.49E-05
0.16,1.48E-05
0.18,1.47E-05
0.2,1.45E-05
0.22,1.44E-05
0.24,1.42E-05
0.26,1.41E-05
0.28,1.39E-05
0.3,1.38E-05
0.32,1.36E-05
0.34,1.35E-05
0.36,1.34E-05
0.38,1.32E-05
0.4,1.31E-05
0.42,1.30E-05
0.44,1.31E-05
0.46,1.30E-05
0.48,1.28E-05
0.5,1.31E-05
0.52,1.29E-05
0.54,1.29E-05
0.56,1.23E-05
0.58,1.23E-05
0.6,1.21E-05
0.62,1.15E-05
0.64,1.14E-05
0.66,1.07E-05
0.68,1.05E-05
0.7,1.04E-05
0.72,1.02E-05
0.74,1.08E-05
0.76,1.06E-05
0.78,1.13E-05
0.8,1.12E-05
0.82,1.11E-05
0.84,1.10E-05
0.86,1.19E-05
0.88,1.08E-05
0.9,1.07E-05
0.92,1.06E-05
0.94,9.36E-06
0.96,9.20E-06
0.98,9.09E-06
1,8.94E-06
1.02,8.84E-06
1.04,8.70E-06
1.06,8.61E-06
1.08,9.98E-06
1.1,9.90E-06
1.12,9.80E-06
1.14,9.72E-06
1.16,9.60E-06
1.18,9.53E-06
1.2,9.42E-06
1.22,9.35E-06
1.24,9.24E-06
1.26,9.18E-06
1.28,6.95E-06
1.3,6.85E-06
1.32,6.71E-06
1.34,6.63E-06
1.36,6.49E-06
1.38,6.38E-06
1.4,6.27E-06
1.42,6.17E-06
1.44,8.73E-06
1.46,8.62E-06
1.48,8.53E-06
1.5,8.46E-06
1.52,8.35E-06
1.54,8.27E-06
1.56,8.17E-06
1.58,8.09E-06
1.6,4.73E-06
1.62,4.67E-06
1.64,4.52E-06
1.66,4.45E-06
1.68,4.31E-06
1.7,4.25E-06
1.72,4.12E-06
1.74,4.06E-06
1.76,7.87E-06
1.78,7.82E-06
1.8,7.72E-06
1.82,7.64E-06
1.84,7.53E-06
1.86,7.45E-06
1.88,2.87E-06
1.9,7.37E-06
1.92,7.24E-06
1.94,2.45E-06
1.96,2.35E-06
1.98,2.29E-06
2,2.18E-06
2.02,2.10E-06
2.04,2.01E-06
2.06,7.24E-06
2.08,7.12E-06
2.1,7.05E-06
2.12,6.95E-06
2.14,6.88E-06
2.16,6.80E-06
2.18,6.71E-06
2.2,6.05E-07
2.22,5.65E-07
2.24,4.82E-07
2.26,4.27E-07
2.28,3.28E-07
2.3,2.88E-07
2.32,6.79E-06
2.34,-1.57E-09
2.36,-6.72E-08
2.38,-1.23E-07
2.4,-2.23E-07
2.42,-2.66E-07
2.44,-3.33E-07
2.46,-3.72E-07
2.48,7.03E-06
2.5,6.92E-06
2.52,6.81E-06
2.54,6.73E-06
2.56,6.62E-06
2.58,6.51E-06
2.6,6.39E-06
2.62,-1.95E-06
2.64,-1.99E-06
2.66,-2.03E-06
2.68,-2.09E-06
2.7,-2.14E-06
2.72,-2.19E-06
2.74,-2.23E-06
2.76,6.77E-06
2.78,6.64E-06
2.8,6.53E-06
2.82,6.43E-06
2.84,6.31E-06
2.86,6.19E-06
2.88,6.10E-06
2.9,5.98E-06
2.92,-4.13E-06
2.94,-4.14E-06
2.96,-4.19E-06
2.98,-1.46E-05
3,-1.45E-05
3.02,-1.44E-05
3.04,-1.43E-05
3.06,-3.45E-06
3.08,7.46E-06
3.1,7.30E-06
3.12,7.20E-06
3.14,7.06E-06
3.16,6.95E-06
3.18,6.80E-06
3.2,6.68E-06
3.22,6.54E-06
3.24,6.44E-06
3.26,6.28E-06
3.28,6.19E-06
3.3,6.04E-06
3.32,-6.55E-06
3.34,-6.51E-06
3.36,-6.53E-06
3.38,-1.93E-05
3.4,-1.92E-05
3.42,-1.90E-05
3.44,-5.70E-06
3.46,7.59E-06
3.48,7.46E-06
3.5,7.29E-06
3.52,7.16E-06
3.54,7.00E-06
3.56,6.84E-06
3.58,6.70E-06
3.6,6.54E-06
3.62,-7.93E-06
3.64,-7.88E-06
3.66,-2.25E-05
3.68,-3.70E-05
3.7,-0.000110887
3.72,-0.000169348
3.74,-0.000182543
3.76,-2.11E-04
3.78,-0.000177536
3.8,-8.27E-05
3.82,-8.19E-05
3.84,-6.50E-05
3.86,-4.86E-05
3.88,-0.000176079
3.9,-0.000528445
3.92,-0.000780622
3.94,-0.000541471
3.96,-0.000436481
3.98,-0.000580078
4,-0.000169774
4.02,0.00050605
4.04,0.000481457
4.06,-0.000124126
4.08,-0.001064619
4.1,-0.001569699
4.12,-0.00088277
4.14,-5.06E-05
4.16,-0.000388044
4.18,-9.32E-05
4.2,0.002115486
4.22,0.002243228
4.24,-0.001150384
4.26,-0.003785658
4.28,-0.003304268
4.3,-0.001983457
4.32,-0.002256298
4.34,-0.001240104
4.36,0.000496059
4.38,4.72E-05
4.4,-0.002537464
4.42,-0.005565618
4.44,-0.003125967
4.46,0.002263055
4.48,0.003638343
4.5,0.003438816
4.52,0.006576675
4.54,0.009430427
4.56,0.005629762
4.58,0.004488527
4.6,0.002620813
4.62,-0.004609772
4.64,-0.007656592
4.66,0.000427255
4.68,0.01045898
4.7,0.001394807
4.72,-0.005794678
4.74,0.003114001
4.76,0.01121173
4.78,0.01714699
4.8,0.02567068
4.82,0.02646377
4.84,0.01284081
4.86,0.000566504
4.88,-0.003398569
4.9,-0.001997586
4.92,0.008971359
4.94,0.000281917
4.96,-0.03231239
4.98,-0.03897224
5,-0.02807645
5.02,-0.01695148
5.04,-0.007254963
5.06,-0.000433802
5.08,0.000519944
5.1,-0.01577692
5.12,-0.02381198
5.14,-0.01839411
5.16,-0.009550652
5.18,0.004561168
5.2,0.01025161
5.22,-0.000325005
5.24,-0.01198913
5.26,-0.01146682
5.28,-0.008356689
5.3,-0.00592982
5.32,-0.001438366
5.34,-0.001025857
5.36,-0.002439666
5.38,-0.008749416
5.4,-0.01943964
5.42,-0.01404503
5.44,0.02349198
5.46,0.0574912
5.48,0.03920712
5.5,0.001649649
5.52,-0.01159464
5.54,0.007456703
5.56,0.02695934
5.58,0.01191796
5.6,-0.01001776
5.62,-0.02021762
5.64,-0.02362463
5.66,-0.01075872
5.68,-0.007629825
5.7,-0.002866629
5.72,0.01364974
5.74,0.01767326
5.76,0.02588709
5.78,0.02993785
5.8,0.02806606
5.82,0.03512191
5.84,0.006424006
5.86,-0.02228665
5.88,-0.03576389
5.9,-0.02358041
5.92,0.02465109
5.94,0.01881589
5.96,0.007900274
5.98,0.01329111
6,0.01150818
6.02,0.02192016
6.04,0.004965374
6.06,-0.01781518
6.08,-0.02329709
6.1,-0.0202726
6.12,-0.01234486
6.14,-0.02688692
6.16,-0.02635079
6.18,-0.01386938
6.2,-0.01309745
6.22,0.007414751
6.24,0.02216745
6.26,0.02105658
6.28,0.01529671
6.3,-0.000800688
6.32,-0.004231008
6.34,0.01523234
6.36,0.02361101
6.38,0.01662153
6.4,0.01489726
6.42,0.01446665
6.44,-0.01083002
6.46,-0.02529774
6.48,-0.003676814
6.5,0.03429009
6.52,0.02617413
6.54,-0.0236957
6.56,-0.04108744
6.58,-0.0141818
6.6,0.003464096
6.62,-0.01378258
6.64,-0.02549856
6.66,0.01218299
6.68,0.04115832
6.7,-0.001075453
6.72,-0.06019417
6.74,-0.06865505
6.76,-0.01190004
6.78,0.02569267
6.8,-0.000889847
6.82,-0.007162241
6.84,0.02392082
6.86,0.04591344
6.88,0.03029797
6.9,-0.01620557
6.92,-0.0210572
6.94,0.04522041
6.96,0.08617706
6.98,0.04822208
7,0.01253254
7.02,0.03972169
7.04,0.08790171
7.06,0.07702243
7.08,0.007572628
7.1,-0.03123926
7.12,-0.009015602
7.14,0.01671034
7.16,0.003604839
7.18,-0.01332729
7.2,0.002493024
7.22,0.04484604
7.24,0.1022646
7.26,0.1602632
7.28,0.194929
7.3,0.2146284
7.32,0.2419681
7.34,0.2683092
7.36,0.2860493
7.38,0.3076672
7.4,0.2871286
7.42,0.1708921
7.44,0.02578105
7.46,-0.09229579
7.48,-0.2168728
7.5,-0.3839033
7.52,-0.5037678
7.54,-0.5373716
7.56,-0.5339842
7.58,-0.5296601
7.6,-0.5436259
7.62,-0.5848025
7.64,-0.615895
7.66,-0.5291564
7.68,-0.3103697
7.7,-0.0891972
7.72,0.04817499
7.74,0.1170388
7.76,0.1840117
7.78,0.224235
7.8,0.2209153
7.82,0.2157534
7.84,0.2067029
7.86,0.1769669
7.88,0.1241421
7.9,0.05601865
7.92,0.01377516
7.94,0.03838656
7.96,0.08547199
7.98,0.1189306
8,0.153815
8.02,0.1816862
8.04,0.2041289
8.06,0.2216256
8.08,0.2359894
8.1,0.2634335
8.12,0.3162266
8.14,0.3825011
8.16,0.434189
8.18,0.4485486
8.2,0.4352157
8.22,0.4197429
8.24,0.4168824
8.26,0.4112687
8.28,0.3530597
8.3,0.2163161
8.32,0.0333624
8.34,-0.1468267
8.36,-0.2906743
8.38,-0.3734452
8.4,-0.4212463
8.42,-0.4637439
8.44,-0.5053345
8.46,-0.5644008
8.48,-0.6362663
8.5,-0.7076079
8.52,-0.7794396
8.54,-0.8213275
8.56,-0.7964011
8.58,-0.6716341
8.6,-0.4734607
8.62,-0.286244
8.64,-0.1409687
8.66,-0.02513705
8.68,0.05395564
8.7,0.09560176
8.72,0.1425101
8.74,0.2197034
8.76,0.2923093
8.78,0.3416482
8.8,0.3817499
8.82,0.3873526
8.84,0.3476172
8.86,0.2961341
8.88,0.2358957
8.9,0.1416604
8.92,0.02804082
8.94,-0.05146517
8.96,-0.07947497
8.98,-0.09591863
9,-0.1183554
9.02,-0.1294346
9.04,-0.1328081
9.06,-0.1467709
9.08,-0.1522222
9.1,-0.1354402
9.12,-0.08733932
9.14,0.007045269
9.16,0.09102253
9.18,0.1231193
9.2,0.1520034
9.22,0.1684017
9.24,0.1253646
9.26,0.05994834
9.28,0.02535115
9.3,0.03144936
9.32,0.07586704
9.34,0.1286848
9.36,0.1545928
9.38,0.1720606
9.4,0.2045838
9.42,0.2462323
9.44,0.2843514
9.46,0.3072738
9.48,0.3019163
